latitude,longitude,brightness,scan,track,acq_date,timestamp,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,predio
30.74281,-110.76089,339.91,0.53,0.67,13/06/2023,13/06/2023 19:36,1936,1,VIIRS,n,2.0NRT,308.22,7.62,D,J1V255961
30.74426,-110.75395,337.45,0.53,0.67,13/06/2023,13/06/2023 19:36,1936,1,VIIRS,n,2.0NRT,306.57,2.34,D,J1V255966
30.74159,-110.7641,341.45,0.53,0.67,13/06/2023,13/06/2023 19:36,1936,1,VIIRS,n,2.0NRT,308.74,8.52,D,J1V255967
30.74867,-110.76186,347.46,0.53,0.67,13/06/2023,13/06/2023 19:36,1936,1,VIIRS,n,2.0NRT,306.81,8.44,D,J1V255968
30.74412,-110.75603,342.27,0.53,0.67,13/06/2023,13/06/2023 19:36,1936,1,VIIRS,n,2.0NRT,307.41,7.62,D,J1V255971
30.74237,-110.75911,337.13,0.46,0.63,13/06/2023,13/06/2023 21:16,2116,1,VIIRS,l,2.0NRT,310.88,7.22,D,J1V256241
30.74183,-110.76788,350.76,0.46,0.63,13/06/2023,13/06/2023 21:16,2116,1,VIIRS,n,2.0NRT,314.9,5.31,D,J1V256242
30.74159,-110.77164,345.23,0.45,0.63,13/06/2023,13/06/2023 21:16,2116,1,VIIRS,n,2.0NRT,312.61,5.31,D,J1V256243
30.74826,-110.75883,336.13,0.46,0.63,13/06/2023,13/06/2023 21:16,2116,1,VIIRS,l,2.0NRT,309.62,3.46,D,J1V256244
30.74797,-110.76354,351.09,0.46,0.63,13/06/2023,13/06/2023 21:16,2116,1,VIIRS,n,2.0NRT,313.48,3.46,D,J1V256245
30.74739,-110.77004,302.55,2.93,1.63,14/06/2023,14/06/2023 05:44,544,Terra,MODIS,26,6.1NRT,291.96,22.76,N,MODIS56333
30.74083,-110.74421,300.06,1.65,1.26,14/06/2023,14/06/2023 09:54,954,Aqua,MODIS,12,6.1NRT,287.85,9.95,N,MODIS56366
30.75493,-110.76478,330.88,1,1,14/06/2023,14/06/2023 17:49,1749,Terra,MODIS,54,6.1NRT,313.66,12.74,D,MODIS56444
30.74195,-110.77765,338.17,1,1,14/06/2023,14/06/2023 20:53,2053,Aqua,MODIS,62,6.1NRT,319.71,15.09,D,MODIS56731
30.7552,-110.74864,336.44,1,1,14/06/2023,14/06/2023 20:53,2053,Aqua,MODIS,64,6.1NRT,317.87,15.74,D,MODIS56732
30.75227,-110.76912,341.53,1,1,14/06/2023,14/06/2023 20:53,2053,Aqua,MODIS,62,6.1NRT,320.56,20.59,D,MODIS56733
30.75084,-110.76986,314.87,0.55,0.43,14/06/2023,14/06/2023 08:50,850,N,VIIRS,n,2.0NRT,290.26,1.65,N,VIIRS256485
30.75011,-110.76334,301.41,0.55,0.43,14/06/2023,14/06/2023 08:50,850,N,VIIRS,n,2.0NRT,289.12,1.65,N,VIIRS256486
30.7488,-110.75174,306.15,0.55,0.43,14/06/2023,14/06/2023 08:50,850,N,VIIRS,n,2.0NRT,288.97,1.08,N,VIIRS256487
30.74761,-110.7767,299.82,0.55,0.43,14/06/2023,14/06/2023 08:50,850,N,VIIRS,n,2.0NRT,289.69,0.67,N,VIIRS256488
30.74485,-110.75208,300.74,0.55,0.43,14/06/2023,14/06/2023 08:50,850,N,VIIRS,n,2.0NRT,288.39,1.08,N,VIIRS256489
30.74155,-110.75819,298.38,0.55,0.43,14/06/2023,14/06/2023 08:50,850,N,VIIRS,n,2.0NRT,287.35,0.66,N,VIIRS256490
30.74094,-110.75278,303.07,0.55,0.43,14/06/2023,14/06/2023 08:50,850,N,VIIRS,n,2.0NRT,287.66,0.66,N,VIIRS256491
30.74033,-110.74737,302.5,0.55,0.43,14/06/2023,14/06/2023 08:50,850,N,VIIRS,n,2.0NRT,287.91,3.07,N,VIIRS256492
30.73972,-110.74202,312.24,0.55,0.43,14/06/2023,14/06/2023 08:50,850,N,VIIRS,n,2.0NRT,289.03,3.07,N,VIIRS256493
30.74591,-110.7524,300.02,0.55,0.43,14/06/2023,14/06/2023 08:50,850,N,VIIRS,n,2.0NRT,288.74,0.78,N,VIIRS256504
30.7453,-110.74722,300.02,0.55,0.43,14/06/2023,14/06/2023 08:50,850,N,VIIRS,n,2.0NRT,288.07,0.78,N,VIIRS256505
30.742,-110.75308,300.4,0.55,0.43,14/06/2023,14/06/2023 08:50,850,N,VIIRS,n,2.0NRT,287.57,0.78,N,VIIRS256506
30.74137,-110.74773,303.46,0.55,0.43,14/06/2023,14/06/2023 08:50,850,N,VIIRS,n,2.0NRT,288.31,0.78,N,VIIRS256507
30.74073,-110.74239,304.1,0.55,0.43,14/06/2023,14/06/2023 08:50,850,N,VIIRS,n,2.0NRT,288.36,1.3,N,VIIRS256508
30.73873,-110.75923,298.73,0.55,0.43,14/06/2023,14/06/2023 08:50,850,N,VIIRS,n,2.0NRT,287.64,0.97,N,VIIRS256510
30.75163,-110.74191,356.02,0.56,0.43,14/06/2023,14/06/2023 20:08,2008,N,VIIRS,n,2.0NRT,321.4,29.71,D,VIIRS259245
30.75559,-110.74263,349.82,0.56,0.43,14/06/2023,14/06/2023 20:08,2008,N,VIIRS,n,2.0NRT,314.9,29.71,D,VIIRS259246
30.75209,-110.76048,347.66,0.57,0.43,14/06/2023,14/06/2023 20:08,2008,N,VIIRS,n,2.0NRT,315.66,9.28,D,VIIRS259247
30.75468,-110.7682,347.54,0.57,0.43,14/06/2023,14/06/2023 20:08,2008,N,VIIRS,l,2.0NRT,318.04,7.5,D,VIIRS259272
30.75209,-110.76603,320.2,0.49,0.48,14/06/2023,14/06/2023 09:39,939,1,VIIRS,n,2.0NRT,290.99,2.13,N,J1V257025
30.75301,-110.77023,302.49,0.48,0.48,14/06/2023,14/06/2023 09:39,939,1,VIIRS,n,2.0NRT,289.44,2.13,N,J1V257026
30.7436,-110.74837,297.7,0.49,0.48,14/06/2023,14/06/2023 09:39,939,1,VIIRS,n,2.0NRT,287.57,1.41,N,J1V257027
30.7405,-110.75515,299.77,0.49,0.48,14/06/2023,14/06/2023 09:39,939,1,VIIRS,n,2.0NRT,287,1.05,N,J1V257028
30.7393,-110.74976,299.44,0.49,0.48,14/06/2023,14/06/2023 09:39,939,1,VIIRS,n,2.0NRT,286.68,1.05,N,J1V257029
30.74028,-110.77506,304.78,0.48,0.48,14/06/2023,14/06/2023 09:39,939,1,VIIRS,n,2.0NRT,289.42,1.57,N,J1V257033
30.74107,-110.75802,297.12,0.49,0.48,14/06/2023,14/06/2023 09:39,939,1,VIIRS,n,2.0NRT,286.58,0.79,N,J1V257042
30.7399,-110.75257,298.6,0.49,0.48,14/06/2023,14/06/2023 09:39,939,1,VIIRS,n,2.0NRT,286.79,1.63,N,J1V257043
30.73876,-110.7472,299.86,0.49,0.48,14/06/2023,14/06/2023 09:39,939,1,VIIRS,n,2.0NRT,287.1,1.63,N,J1V257044
30.74059,-110.77728,300.06,0.49,0.48,14/06/2023,14/06/2023 09:39,939,1,VIIRS,n,2.0NRT,288.53,0.83,N,J1V257047
30.75232,-110.76133,354.31,0.47,0.48,14/06/2023,14/06/2023 20:55,2055,1,VIIRS,n,2.0NRT,315.81,11.47,D,J1V259079
30.75185,-110.766,367,0.47,0.48,14/06/2023,14/06/2023 20:55,2055,1,VIIRS,h,2.0NRT,319.38,16.15,D,J1V259080
30.75423,-110.74201,367,0.47,0.48,14/06/2023,14/06/2023 20:55,2055,1,VIIRS,h,2.0NRT,318.02,12.58,D,J1V259081
30.74653,-110.77485,367,0.47,0.48,14/06/2023,14/06/2023 20:55,2055,1,VIIRS,h,2.0NRT,321.06,8.06,D,J1V259082
30.74989,-110.74091,367,0.47,0.48,14/06/2023,14/06/2023 20:55,2055,1,VIIRS,h,2.0NRT,322.14,15.78,D,J1V259083
30.74208,-110.77487,350.23,0.47,0.48,14/06/2023,14/06/2023 20:55,2055,1,VIIRS,n,2.0NRT,318.84,8.06,D,J1V259084
30.74758,-110.74058,305.99,1.62,1.25,15/06/2023,15/06/2023 04:49,449,Terra,MODIS,38,6.1NRT,293.91,10.07,N,MODIS56902
30.76131,-110.7277,305.19,1.61,1.25,15/06/2023,15/06/2023 04:49,449,Terra,MODIS,21,6.1NRT,295.03,8.99,N,MODIS56903
30.7586,-110.74254,329.05,1.62,1.25,15/06/2023,15/06/2023 04:49,449,Terra,MODIS,100,6.1NRT,295.71,52.33,N,MODIS56904
30.76541,-110.72408,326.81,3.66,1.79,15/06/2023,15/06/2023 18:28,1828,Terra,MODIS,65,6.1NRT,306.9,84.36,D,MODIS57120
30.75897,-110.71931,327.71,3.66,1.79,15/06/2023,15/06/2023 18:28,1828,Terra,MODIS,68,6.1NRT,307.75,93.19,D,MODIS57121
30.76756,-110.75616,325.02,3.64,1.79,15/06/2023,15/06/2023 18:28,1828,Terra,MODIS,60,6.1NRT,307.63,65.85,D,MODIS57122
30.77285,-110.75562,327.05,3.82,1.83,15/06/2023,15/06/2023 21:36,2136,Aqua,MODIS,46,6.1NRT,310.55,58.71,D,MODIS57371
30.76448,-110.74802,331.94,3.82,1.83,15/06/2023,15/06/2023 21:36,2136,Aqua,MODIS,71,6.1NRT,310.5,103.73,D,MODIS57377
30.75642,-110.75625,327.6,3.82,1.83,15/06/2023,15/06/2023 21:36,2136,Aqua,MODIS,37,6.1NRT,311.13,59.76,D,MODIS57378
30.7638,-110.74001,301.7,0.34,0.56,15/06/2023,15/06/2023 08:30,830,N,VIIRS,n,2.0NRT,271.01,1.84,N,VIIRS259474
30.76414,-110.74088,299.01,0.34,0.56,15/06/2023,15/06/2023 08:30,830,N,VIIRS,n,2.0NRT,269.09,1.53,N,VIIRS259475
30.74689,-110.77824,301.69,0.67,0.73,15/06/2023,15/06/2023 10:11,1011,N,VIIRS,n,2.0NRT,289.39,1.64,N,VIIRS260455
30.75509,-110.73046,300.09,0.67,0.74,15/06/2023,15/06/2023 10:11,1011,N,VIIRS,n,2.0NRT,287.9,1.49,N,VIIRS260456
30.75814,-110.74129,297.06,0.67,0.74,15/06/2023,15/06/2023 10:11,1011,N,VIIRS,n,2.0NRT,286.83,1.49,N,VIIRS260457
30.76007,-110.74811,315.52,0.67,0.73,15/06/2023,15/06/2023 10:11,1011,N,VIIRS,n,2.0NRT,288.44,4.31,N,VIIRS260458
30.76472,-110.7389,316.92,0.67,0.74,15/06/2023,15/06/2023 10:11,1011,N,VIIRS,n,2.0NRT,289.25,3.37,N,VIIRS260459
30.76646,-110.74509,303.44,0.67,0.73,15/06/2023,15/06/2023 10:11,1011,N,VIIRS,n,2.0NRT,288.36,2.59,N,VIIRS260460
30.74919,-110.78083,300.91,0.66,0.73,15/06/2023,15/06/2023 10:11,1011,N,VIIRS,n,2.0NRT,289.43,1.88,N,VIIRS260461
30.75861,-110.7382,300.03,0.67,0.73,15/06/2023,15/06/2023 10:11,1011,N,VIIRS,n,2.0NRT,287.64,1.76,N,VIIRS260462
30.7609,-110.74611,313.1,0.67,0.73,15/06/2023,15/06/2023 10:11,1011,N,VIIRS,n,2.0NRT,288.18,1.76,N,VIIRS260463
30.76235,-110.75113,307.92,0.67,0.73,15/06/2023,15/06/2023 10:11,1011,N,VIIRS,n,2.0NRT,288.17,3.47,N,VIIRS260464
30.76507,-110.73541,308.87,0.67,0.73,15/06/2023,15/06/2023 10:11,1011,N,VIIRS,n,2.0NRT,288.97,1.76,N,VIIRS260465
30.76718,-110.74272,303.05,0.67,0.73,15/06/2023,15/06/2023 10:11,1011,N,VIIRS,n,2.0NRT,288.74,1.76,N,VIIRS260466
30.74986,-110.72627,346.17,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,n,2.0NRT,312.37,7.54,D,VIIRS262263
30.7491,-110.72949,347.68,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,n,2.0NRT,315.4,5.85,D,VIIRS262264
30.75503,-110.72747,367,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,h,2.0NRT,317.46,7.54,D,VIIRS262265
30.75431,-110.73054,367,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,h,2.0NRT,312.43,5.85,D,VIIRS262266
30.75577,-110.72435,346.93,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,n,2.0NRT,311.04,7.54,D,VIIRS262267
30.7536,-110.73354,344.41,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,n,2.0NRT,312.48,5.85,D,VIIRS262268
30.7609,-110.72572,367,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,h,2.0NRT,312.86,8.65,D,VIIRS262269
30.76018,-110.72874,367,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,h,2.0NRT,313.77,8.65,D,VIIRS262270
30.75951,-110.73159,350.84,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,n,2.0NRT,313.55,4.63,D,VIIRS262271
30.76471,-110.73267,351.3,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,n,2.0NRT,310.54,4.63,D,VIIRS262272
30.76405,-110.73544,347.63,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,n,2.0NRT,311.69,4.63,D,VIIRS262273
30.75299,-110.78257,347.12,0.35,0.57,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,n,2.0NRT,311.77,4.27,D,VIIRS262274
30.76918,-110.73681,367,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,h,2.0NRT,314.26,9.75,D,VIIRS262275
30.76656,-110.74802,367,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,h,2.0NRT,316.6,8.36,D,VIIRS262276
30.76555,-110.75231,367,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,h,2.0NRT,312.3,8.36,D,VIIRS262277
30.76839,-110.7402,342.9,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,n,2.0NRT,312.42,7.95,D,VIIRS262278
30.76749,-110.74402,354.16,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,n,2.0NRT,311.21,7.95,D,VIIRS262279
30.77412,-110.73901,367,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,h,2.0NRT,311.78,9.75,D,VIIRS262280
30.77224,-110.74705,367,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,h,2.0NRT,311.18,7.95,D,VIIRS262281
30.7732,-110.74294,354.86,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,n,2.0NRT,309.07,7.95,D,VIIRS262282
30.77127,-110.75117,336.31,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,n,2.0NRT,309.91,8.36,D,VIIRS262283
30.77035,-110.73811,367,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,h,2.0NRT,316.13,9.63,D,VIIRS262284
30.76947,-110.74175,367,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,h,2.0NRT,314.72,10.41,D,VIIRS262285
30.76852,-110.74567,367,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,h,2.0NRT,315.74,10.41,D,VIIRS262286
30.76754,-110.74976,367,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,h,2.0NRT,316.3,10.33,D,VIIRS262287
30.7711,-110.73502,343.28,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,n,2.0NRT,308.57,9.63,D,VIIRS262288
30.7665,-110.75402,350.35,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,n,2.0NRT,310.89,10.33,D,VIIRS262289
30.77323,-110.7488,334.34,0.35,0.56,15/06/2023,15/06/2023 19:47,1947,N,VIIRS,n,2.0NRT,308.7,10.41,D,VIIRS262290
30.75326,-110.72066,346.85,0.69,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,n,2.0NRT,308.53,11.22,D,VIIRS262599
30.76022,-110.72089,349.48,0.69,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,n,2.0NRT,306.66,11.22,D,VIIRS262600
30.75906,-110.74933,340.88,0.68,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,n,2.0NRT,308.01,12.65,D,VIIRS262601
30.7663,-110.74275,340.63,0.69,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,n,2.0NRT,309.43,11.2,D,VIIRS262602
30.76605,-110.74874,353.74,0.68,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,n,2.0NRT,311.55,11.2,D,VIIRS262603
30.76584,-110.75412,344.57,0.68,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,n,2.0NRT,308.12,12.92,D,VIIRS262604
30.77332,-110.7413,367,0.69,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,h,2.0NRT,309.38,11.2,D,VIIRS262605
30.77369,-110.73257,346.65,0.69,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,n,2.0NRT,306.59,21.02,D,VIIRS262606
30.77309,-110.747,339.74,0.68,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,n,2.0NRT,307.75,11.2,D,VIIRS262607
30.75164,-110.72346,347.72,0.69,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,n,2.0NRT,308.78,10.17,D,VIIRS262608
30.75893,-110.71447,330.27,0.69,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,l,2.0NRT,303.72,7.04,D,VIIRS262609
30.7586,-110.72409,345.41,0.69,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,n,2.0NRT,307.92,7.04,D,VIIRS262610
30.75766,-110.75104,334.33,0.69,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,n,2.0NRT,307.33,10.56,D,VIIRS262611
30.76463,-110.75087,367,0.69,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,h,2.0NRT,311.11,10.56,D,VIIRS262612
30.76483,-110.7453,335.07,0.69,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,n,2.0NRT,308.39,21.41,D,VIIRS262613
30.77186,-110.7436,367,0.69,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,h,2.0NRT,311.92,16.42,D,VIIRS262614
30.77209,-110.737,351.42,0.69,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,n,2.0NRT,308.4,16.42,D,VIIRS262615
30.77165,-110.74931,345.77,0.69,0.74,15/06/2023,15/06/2023 21:27,2127,N,VIIRS,n,2.0NRT,309.58,11.96,D,VIIRS262616
30.75077,-110.72497,354.51,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,n,2.0NRT,320.9,15.05,D,J1V262052
30.75018,-110.72946,354.66,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,n,2.0NRT,320.57,15.05,D,J1V262053
30.7542,-110.72563,367,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,h,2.0NRT,322.06,8.25,D,J1V262054
30.7536,-110.73016,353.3,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,n,2.0NRT,321.29,8.25,D,J1V262055
30.75824,-110.72175,343.85,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,n,2.0NRT,315.85,8.61,D,J1V262056
30.75764,-110.72627,351.42,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,n,2.0NRT,320.45,8.25,D,J1V262057
30.75642,-110.73546,346.24,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,l,2.0NRT,318.82,13.16,D,J1V262058
30.76108,-110.72691,367,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,h,2.0NRT,321.17,7.29,D,J1V262059
30.76046,-110.73153,350.32,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,n,2.0NRT,317.73,7.29,D,J1V262060
30.7536,-110.78318,353.45,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,n,2.0NRT,320.12,8.97,D,J1V262061
30.76389,-110.73222,345.98,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,n,2.0NRT,314.73,7.29,D,J1V262062
30.7667,-110.73752,347.26,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,n,2.0NRT,315.49,8.16,D,J1V262063
30.76611,-110.74191,339.95,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,n,2.0NRT,314.5,8.16,D,J1V262064
30.76554,-110.74622,351.18,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,n,2.0NRT,316.56,17.19,D,J1V262065
30.76498,-110.75041,354.44,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,n,2.0NRT,320.01,17.19,D,J1V262066
30.76443,-110.75458,348.43,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,l,2.0NRT,320.27,10.11,D,J1V262067
30.76957,-110.74239,367,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,h,2.0NRT,322.61,8.16,D,J1V262068
30.77014,-110.7381,355.81,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,n,2.0NRT,319.02,8.16,D,J1V262069
30.769,-110.74664,354.4,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,n,2.0NRT,322.9,17.19,D,J1V262070
30.76844,-110.75085,367,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,l,2.0NRT,325.66,17.19,D,J1V262071
30.77359,-110.73859,367,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,h,2.0NRT,318.08,14.91,D,J1V262072
30.77303,-110.74284,356.18,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,n,2.0NRT,319.54,14.91,D,J1V262073
30.7719,-110.75127,345.96,0.42,0.38,15/06/2023,15/06/2023 20:38,2038,1,VIIRS,l,2.0NRT,318.65,14.01,D,J1V262074
30.73947,-110.78564,306.62,1.53,1.22,16/06/2023,16/06/2023 05:29,529,Terra,MODIS,64,6.1NRT,295,10.31,N,MODIS57443
30.74956,-110.78619,310.44,1.07,1.03,16/06/2023,16/06/2023 09:39,939,Aqua,MODIS,69,6.1NRT,292.58,11.33,N,MODIS57515
30.74785,-110.77572,313.54,1.07,1.03,16/06/2023,16/06/2023 09:39,939,Aqua,MODIS,87,6.1NRT,287.76,14.11,N,MODIS57516
30.76936,-110.76082,337.54,0.36,0.57,16/06/2023,16/06/2023 21:10,2110,N,VIIRS,n,2.0NRT,301.32,4.99,D,VIIRS265338
30.77498,-110.75726,345.29,0.36,0.57,16/06/2023,16/06/2023 21:10,2110,N,VIIRS,n,2.0NRT,302.47,4.88,D,VIIRS265339
30.78184,-110.73687,367,0.36,0.57,16/06/2023,16/06/2023 21:10,2110,N,VIIRS,h,2.0NRT,316.21,8.41,D,VIIRS265340
30.78251,-110.72774,340.9,0.36,0.57,16/06/2023,16/06/2023 21:10,2110,N,VIIRS,l,2.0NRT,312.82,4.97,D,VIIRS265341
30.78218,-110.73231,353.53,0.36,0.57,16/06/2023,16/06/2023 21:10,2110,N,VIIRS,n,2.0NRT,315.31,8.41,D,VIIRS265348
30.79817,-110.70648,309.23,0.41,0.37,16/06/2023,16/06/2023 09:02,902,1,VIIRS,n,2.0NRT,288.68,0.63,N,J1V262598
30.79479,-110.70708,299.84,0.41,0.37,16/06/2023,16/06/2023 09:02,902,1,VIIRS,n,2.0NRT,288.26,0.4,N,J1V262599
30.77802,-110.73544,326.91,0.41,0.37,16/06/2023,16/06/2023 09:02,902,1,VIIRS,n,2.0NRT,289.78,1.69,N,J1V262600
30.77862,-110.73965,304.94,0.41,0.37,16/06/2023,16/06/2023 09:02,902,1,VIIRS,n,2.0NRT,287.71,1.69,N,J1V262601
30.77585,-110.74458,307.22,0.41,0.37,16/06/2023,16/06/2023 09:02,902,1,VIIRS,n,2.0NRT,289.04,1.4,N,J1V262602
30.77093,-110.75881,325.91,0.41,0.37,16/06/2023,16/06/2023 09:02,902,1,VIIRS,n,2.0NRT,290.02,2.86,N,J1V262603
30.76015,-110.75618,301.63,0.41,0.37,16/06/2023,16/06/2023 09:02,902,1,VIIRS,n,2.0NRT,286.22,0.69,N,J1V262604
30.75278,-110.75307,310.49,0.41,0.37,16/06/2023,16/06/2023 09:02,902,1,VIIRS,n,2.0NRT,285.32,0.69,N,J1V262605
30.74939,-110.75357,301.59,0.41,0.37,16/06/2023,16/06/2023 09:02,902,1,VIIRS,n,2.0NRT,284.67,0.69,N,J1V262606
30.74011,-110.7864,336.94,0.41,0.37,16/06/2023,16/06/2023 09:02,902,1,VIIRS,n,2.0NRT,286.5,8.21,N,J1V262607
30.73949,-110.78193,339.2,0.41,0.37,16/06/2023,16/06/2023 09:02,902,1,VIIRS,n,2.0NRT,291.69,9.07,N,J1V262608
30.78386,-110.73432,350.37,0.41,0.37,16/06/2023,16/06/2023 20:19,2019,1,VIIRS,l,2.0NRT,317.86,9.47,D,J1V264614
30.78351,-110.73446,353.21,0.41,0.37,16/06/2023,16/06/2023 20:19,2019,1,VIIRS,l,2.0NRT,320.35,12.13,D,J1V264615
30.78014,-110.7336,356.01,0.41,0.37,16/06/2023,16/06/2023 20:19,2019,1,VIIRS,l,2.0NRT,321.06,12.13,D,J1V264616
30.78083,-110.72951,351.24,0.41,0.37,16/06/2023,16/06/2023 20:19,2019,1,VIIRS,l,2.0NRT,318.75,20,D,J1V264617
30.77677,-110.73277,352.77,0.41,0.37,16/06/2023,16/06/2023 20:19,2019,1,VIIRS,l,2.0NRT,316.78,12.15,D,J1V264618
30.79048,-110.73029,318.34,0.39,0.44,17/06/2023,17/06/2023 09:34,934,N,VIIRS,n,2.0NRT,291.59,1.29,N,VIIRS266103
30.78963,-110.72613,304.73,0.39,0.44,17/06/2023,17/06/2023 09:34,934,N,VIIRS,n,2.0NRT,288.67,1.29,N,VIIRS266104
30.7927,-110.7324,310.54,0.44,0.46,17/06/2023,17/06/2023 08:43,843,1,VIIRS,n,2.0NRT,291.37,1.49,N,J1V265010
30.7922,-110.72772,318.52,0.44,0.46,17/06/2023,17/06/2023 08:43,843,1,VIIRS,n,2.0NRT,291.61,1.49,N,J1V265011
30.78792,-110.728,304.64,0.44,0.46,17/06/2023,17/06/2023 08:43,843,1,VIIRS,n,2.0NRT,290.54,1.49,N,J1V265012
30.74888,-110.77009,325.93,0.39,0.36,18/06/2023,18/06/2023 09:13,913,N,VIIRS,n,2.0NRT,293.01,2.41,N,VIIRS268282
30.74662,-110.77226,303.43,0.57,0.69,18/06/2023,18/06/2023 10:04,1004,1,VIIRS,n,2.0NRT,287.68,1.83,N,J1V268361
30.74894,-110.77164,304.9,0.57,0.69,18/06/2023,18/06/2023 10:04,1004,1,VIIRS,n,2.0NRT,288.01,2.1,N,J1V268362
31.27612,-110.93397,334.52,1.35,1.15,24/06/2023,24/06/2023 18:04,1804,Terra,MODIS,67,6.1NRT,312.1,20.94,D,MODIS61654
31.05739,-110.8956,313.64,0.41,0.37,24/06/2023,24/06/2023 09:02,902,N,VIIRS,n,2.0NRT,288.72,0.96,N,VIIRS284714
31.05867,-110.89499,303.7,0.67,0.74,24/06/2023,24/06/2023 08:11,811,1,VIIRS,n,2.0NRT,287.12,0.99,N,J1V283534
31.05723,-110.89589,303.25,0.67,0.74,24/06/2023,24/06/2023 08:11,811,1,VIIRS,n,2.0NRT,287.33,0.71,N,J1V283535
